9026
155	あそこ	92
0	あたり	1323
1	あちら	215
2	あっち	43
3	あと	1347
227	あな	10
4	あなた	121
5	あれ	287
6	いくつ	476
7	いつ	852
8	いま	600
156	いや	85
9	いろいろ	1276
10	うち	842
243	おまえ	6
209	おれ	10
177	かく	28
11	かたち	73
12	がい	86
13	がら	109
14	きた	269
203	くせ	37
15	こっち	207
16	これら	268
242	ごっちゃ	14
17	ごと	767
18	ごろ	431
19	さまざま	526
204	しかた	75
178	しよう	322
231	すか	13
20	すべて	633
236	ぜんぶ	5
21	そちら	672
184	そっち	78
22	その後	1006
23	それぞれ	963
24	それなり	907
25	たち	1179
26	たび	434
27	だめ	105
234	ちゃ	17
157	ちゃん	300
240	てん	13
28	とおり	319
29	どこ	1139
30	どこか	553
31	どちら	911
179	どっか	20
197	どっち	92
32	どれ	711
33	なか	736
239	なかば	5
34	なに	364
35	なん	575
36	はじめ	714
37	はず	623
38	はるか	169
39	ひと	328
40	ひとつ	1009
221	ふく	19
41	ぶり	563
198	へん	59
230	べつ	11
42	ほう	1490
43	ほか	1093
235	まさ	15
220	まし	44
199	まとも	108
44	まま	662
45	みたい	1723
46	みなさん	392
47	みんな	667
158	もと	300
48	もん	290
200	やつ	107
159	よそ	64
49	わけ	1238
50	わたし	288
160	カ所	165
225	カ月	29
185	ハイ	111
219	レ	47
210	ヵ所	64
211	ヵ月	31
161	ヶ所	221
51	ヶ月	226
205	七	170
52	万	409
53	三	768
162	上記	89
54	下	1392
229	下記	22
163	九	68
55	二	1020
56	五	267
57	今回	1639
58	以上	1732
180	以下	368
59	以前	1556
60	以後	52
61	以降	500
62	会	610
63	体	691
186	何人	263
187	作	206
64	例	145
181	係	270
228	俺	36
65	個	366
232	億	40
66	元	420
67	先	1562
68	全部	550
212	八	211
213	六	240
69	円	1280
70	冬	830
71	列	667
72	別	897
73	前回	321
74	力	465
75	化	691
164	匹	208
76	区	287
77	十	890
78	千	277
165	半ば	154
79	口	707
80	台	876
81	右	706
188	同じ	49
82	名	1253
83	名前	1648
84	向こう	384
85	品	1216
86	員	195
222	喜	25
166	器	138
196	四	313
87	回	1047
88	国	543
167	土	451
89	地	1557
90	場	1734
91	場合	1272
214	境	131
92	士	49
93	夏	1235
94	外	1388
182	女	180
189	奴	30
95	子	558
168	字	237
96	室	929
97	家	1169
98	屋	1170
99	左	804
169	市	384
100	席	845
226	年生	59
194	幾つ	247
215	府	7
101	度	1640
170	式	495
102	形	1024
103	彼	265
104	彼女	177
105	性	280
233	情	12
106	感	1618
107	我々	225
108	手	1270
109	手段	124
216	扱い	144
190	文	225
110	新た	339
111	方法	409
112	春	923
206	時点	152
183	書	213
113	月	537
114	木	1137
115	未満	112
171	本当	257
191	村	212
217	束	29
116	枚	367
223	校	54
117	楽	559
118	様々	1272
119	次	781
120	歳	434
208	歴	41
192	段	245
121	毎	369
122	毎日	567
123	水	995
193	法	101
207	火	222
124	点	1046
125	玉	137
126	用	1409
127	男	219
128	町	761
172	界	65
224	略	26
129	百	444
195	県	131
130	確か	791
131	秋	828
201	秒	51
132	箇所	554
133	系	875
241	紀	13
134	結局	430
135	線	693
136	者	1114
137	自体	1446
138	自分	1436
139	行	205
244	見	6
140	観	427
141	話	770
218	誌	26
142	誰	956
237	課	32
238	論	13
173	輪	112
143	通	224
174	連	88
144	週	249
145	達	812
175	違い	509
146	部	304
202	都	178
176	金	371
147	間	1672
148	関係	1166
149	集	26
150	面	606
151	頃	1691
152	類	595
153	首	187
154	高	437
